Call Type,EmployeeID,CallDuration,WaitTime,CallDate,CallTime
1,E778362,970,2,18-02-2019,13:37:00
1,B971624,931,0,01-03-2019,08:12:00
1,P203824,506,1,31-05-2019,16:04:00
3,I281837,307,0,17-02-2019,11:28:00
1,A166733,245,0,05-11-2019,11:28:00
3,X991580,779,133,27-08-2019,15:00:00
3,A166733,1199,0,09-06-2019,12:10:00
2,X825147,55,20,01-08-2019,13:09:00
1,J173690,173,0,07-01-2019,19:03:00
3,C319958,1005,5,21-05-2019,12:25:00
1,C319958,1420,24,30-01-2019,11:30:00
3,P203824,278,0,16-04-2019,17:19:00
3,J173690,522,0,23-02-2019,08:49:00
2,T664783,544,23,06-10-2019,11:20:00
2,I543040,742,156,12-05-2019,17:36:00
3,V228277,1189,17,28-05-2019,09:27:00
3,X991580,288,19,28-07-2019,15:45:00
2,E988252,639,26,27-09-2019,08:29:00
3,S564705,1316,13,01-07-2019,09:54:00
2,I281837,1115,0,21-10-2019,19:30:00
2,B651033,395,22,24-07-2019,11:10:00
2,G586239,302,15,17-01-2019,09:37:00
3,C206355,899,0,11-04-2019,19:32:00
2,F533051,670,0,19-01-2019,19:13:00
2,H438047,984,30,01-05-2019,09:29:00
2,T664783,1193,5,23-07-2019,11:30:00
3,S274120,1371,9,21-03-2019,14:22:00
1,A475155,904,0,16-01-2019,11:57:00
3,Y193775,171,24,17-11-2019,15:16:00
2,X409223,742,4,01-02-2019,12:21:00
2,T398672,1350,8,25-12-2019,16:01:00
3,I281837,1468,0,10-03-2019,11:51:00
3,J173690,731,27,01-03-2019,09:31:00
3,M163408,962,30,06-09-2019,14:30:00
1,G586239,608,0,24-12-2019,17:05:00
3,A166733,1007,22,24-06-2019,17:24:00
3,E778362,718,20,24-05-2019,17:16:00
3,M794992,1296,16,09-04-2019,16:08:00
2,G586239,23,0,27-04-2019,13:00:00
3,K399501,96,24,12-06-2019,14:15:00
3,B971624,343,15,05-11-2019,09:29:00
3,E778362,246,0,17-06-2019,18:34:00
2,V828034,327,12,27-01-2019,10:19:00
3,J549755,780,3,09-11-2019,15:58:00
2,M855788,162,4,22-07-2019,10:27:00
2,S704443,1174,0,25-12-2019,10:36:00
3,E243130,523,4,03-02-2019,17:47:00
2,I281837,956,28,26-06-2019,11:54:00
3,V828034,40,5,06-11-2019,08:53:00
1,K273930,239,2,24-05-2019,14:59:00
2,F533051,105,24,16-02-2019,14:19:00
3,S274120,916,0,01-03-2019,16:51:00
3,I992869,382,15,17-05-2019,19:52:00
3,F533051,477,4,27-11-2019,08:56:00
3,K273930,768,0,12-09-2019,14:45:00
3,G586239,1415,0,03-12-2019,13:34:00
2,G727038,867,287,21-11-2019,14:15:00
3,T664783,1139,146,14-04-2019,16:01:00
2,K222775,813,18,14-12-2019,15:39:00
2,U559430,14,1,27-07-2019,16:10:00
2,O362956,520,8,25-12-2019,10:37:00
2,S704443,993,25,11-12-2019,11:28:00
2,T387561,147,0,07-06-2019,19:01:00
1,S274120,88,0,16-01-2019,13:57:00
3,S274120,478,26,29-06-2019,19:05:00
2,T664783,885,26,15-07-2019,08:27:00
1,X825147,1380,26,10-04-2019,12:42:00
3,T664783,719,24,03-02-2019,16:03:00
2,I992869,1289,0,02-05-2019,15:35:00
3,E988252,1331,8,22-04-2019,11:18:00
2,E137708,1465,23,20-11-2019,10:40:00
1,K222775,198,11,29-03-2019,11:39:00
1,D411745,1080,30,18-07-2019,17:47:00
2,U641256,1035,17,26-10-2019,11:55:00
1,I543040,1183,24,03-07-2019,19:13:00
1,Q921541,1295,4,22-02-2019,19:46:00
1,X825147,786,14,13-06-2019,19:39:00
3,C206355,317,251,10-10-2019,18:27:00
3,J192194,326,0,06-03-2019,17:39:00
3,X991580,22,19,23-02-2019,17:45:00
2,X991580,1048,0,19-05-2019,10:14:00
3,O856292,100,6,31-12-2019,10:33:00
2,I992869,206,132,04-05-2019,11:27:00
1,F542348,24,14,08-03-2019,08:07:00
3,S564705,1249,0,12-07-2019,09:15:00
3,V828034,665,10,21-04-2019,11:04:00
2,U559430,588,12,28-01-2019,18:51:00
2,I281837,1095,6,06-07-2019,19:05:00
2,N470942,863,0,07-05-2019,19:34:00
3,K273930,1062,11,24-05-2019,13:30:00
2,J192194,1114,0,01-04-2019,09:21:00
1,U641256,50,17,10-12-2019,10:46:00
2,J549755,437,3,01-10-2019,14:59:00
3,K669566,265,10,04-06-2019,13:52:00
3,J549755,1486,3,03-07-2019,17:54:00
3,M163408,1178,0,24-07-2019,19:04:00
3,T387561,1126,5,24-11-2019,08:28:00
3,U559430,1074,6,01-05-2019,10:54:00
2,T659609,207,16,07-02-2019,17:04:00
3,E137708,983,0,11-03-2019,12:22:00
2,D411745,1291,0,01-03-2019,18:53:00
2,V228277,480,13,30-07-2019,19:12:00
1,L736768,621,0,10-08-2019,12:23:00
2,F533051,639,0,22-10-2019,18:01:00
2,K222775,490,0,17-08-2019,09:25:00
2,I281837,176,10,06-10-2019,09:13:00
3,B971624,179,19,21-03-2019,12:39:00
2,M855788,1435,262,01-08-2019,16:25:00
2,J549755,601,25,01-01-2019,08:50:00
3,U559430,1152,172,29-05-2019,18:25:00
3,X825147,445,29,24-03-2019,08:52:00
3,V228277,326,2,05-04-2019,19:28:00
3,T664783,1169,9,02-07-2019,10:04:00
2,I543040,117,0,25-08-2019,15:03:00
3,F533051,659,0,27-02-2019,16:20:00
3,F533051,66,6,25-08-2019,11:32:00
3,T387561,31,0,24-12-2019,10:31:00
1,S564705,1489,151,17-10-2019,13:56:00
3,K273930,56,172,28-01-2019,09:58:00
1,G586239,55,0,25-05-2019,09:46:00
2,B861430,1066,46,21-06-2019,16:09:00
3,K399501,316,0,08-08-2019,08:32:00
2,E988252,1061,0,26-01-2019,09:04:00
3,Q921541,374,0,05-04-2019,17:29:00
3,T398672,194,0,05-10-2019,19:32:00
2,U194381,977,293,01-10-2019,19:42:00
2,V732706,1461,26,09-07-2019,12:38:00
2,K399501,791,0,06-01-2019,08:10:00
3,K222775,248,4,23-02-2019,12:16:00
2,K915074,229,8,21-07-2019,11:19:00
3,U559430,129,0,22-08-2019,11:26:00
3,X991580,494,15,12-08-2019,10:58:00
1,P203824,527,227,24-10-2019,10:57:00
1,I992869,397,22,28-04-2019,10:37:00
3,K669566,1472,0,31-05-2019,14:50:00
2,X825147,900,0,02-06-2019,12:24:00
3,T664783,972,3,31-01-2019,17:16:00
3,P203824,60,0,11-11-2019,16:21:00
3,I543040,133,0,10-11-2019,14:39:00
2,E988252,367,12,24-04-2019,12:52:00
3,V732706,668,0,02-03-2019,15:01:00
3,V228277,678,22,02-02-2019,16:39:00
2,V228277,1427,28,03-05-2019,13:56:00
3,K273930,683,0,10-09-2019,13:17:00
3,U559430,35,0,12-08-2019,11:28:00
1,E137708,47,19,29-11-2019,18:13:00
3,P286634,646,16,13-08-2019,14:36:00
3,N620104,47,0,07-12-2019,17:52:00
2,T664783,745,0,05-10-2019,18:32:00
2,K222775,413,293,18-01-2019,15:01:00
3,A166733,671,0,12-08-2019,11:23:00
2,B651033,540,29,05-10-2019,09:55:00
1,E243130,794,0,02-06-2019,17:22:00
3,H438047,677,0,31-10-2019,17:33:00
2,V828034,53,23,23-05-2019,19:30:00
1,E988252,641,76,13-11-2019,15:16:00
3,X110622,525,20,13-11-2019,17:07:00
3,O362956,220,213,16-11-2019,14:04:00
3,A475155,1210,15,04-10-2019,13:03:00
3,V732706,624,29,25-04-2019,14:03:00
3,T659609,847,8,14-04-2019,09:16:00
2,U559430,643,4,11-08-2019,09:30:00
1,V228277,394,30,05-10-2019,13:42:00
2,S704443,1300,0,08-11-2019,18:43:00
1,N620104,287,0,21-05-2019,10:30:00
3,X825147,895,8,07-07-2019,13:09:00
3,X110622,1414,27,25-02-2019,13:14:00
1,E137708,131,264,13-02-2019,10:48:00
3,P203824,968,29,12-05-2019,09:45:00
1,L736768,123,6,27-01-2019,15:42:00
3,P203824,310,11,04-11-2019,12:24:00
2,A166733,331,0,24-01-2019,13:06:00
3,Q921541,1384,0,05-09-2019,11:43:00
3,U641256,350,13,19-02-2019,15:12:00
3,A166733,959,0,12-04-2019,12:39:00
3,A475155,17,291,11-11-2019,16:51:00
3,B651033,222,0,02-12-2019,09:55:00
1,N119221,903,275,28-07-2019,13:46:00
2,T664783,95,0,27-10-2019,09:45:00
2,J192194,479,28,01-09-2019,10:55:00
3,E137708,859,24,15-03-2019,17:11:00
3,C206355,720,28,02-12-2019,08:13:00
2,B861430,1468,22,24-11-2019,19:09:00
3,N470942,1435,41,20-03-2019,16:46:00
3,B971624,1217,29,09-02-2019,10:26:00
3,T664783,286,27,30-01-2019,10:07:00
2,C206355,144,0,29-10-2019,08:00:00
2,S704443,650,16,19-09-2019,19:36:00
2,A166733,286,234,11-09-2019,12:34:00
3,Y193775,76,9,07-04-2019,16:30:00
2,A166733,595,6,16-03-2019,13:59:00
3,V828034,468,0,31-10-2019,16:22:00
2,E243130,1348,268,13-03-2019,08:43:00
3,N620104,1105,0,28-11-2019,19:54:00
1,P286634,1051,0,06-02-2019,14:57:00
3,K418200,817,0,26-10-2019,18:56:00
2,M163408,1091,0,10-12-2019,16:16:00
3,O856292,970,0,30-09-2019,16:08:00
1,I543040,366,4,15-11-2019,18:24:00
3,G727038,985,11,26-11-2019,14:27:00
3,K915074,423,0,05-09-2019,14:40:00
3,V228277,119,7,09-10-2019,18:10:00
3,K669566,210,19,14-03-2019,13:46:00
3,B861430,377,0,21-05-2019,18:21:00
3,C206355,406,22,11-07-2019,16:33:00
3,Q921541,678,58,13-02-2019,17:55:00
3,J173690,352,48,10-11-2019,08:36:00
3,V126561,807,158,22-12-2019,19:28:00
2,U559430,318,0,13-06-2019,11:17:00
2,A166733,620,0,28-10-2019,17:21:00
2,E778362,799,12,04-11-2019,09:03:00
3,P203824,263,4,12-01-2019,18:09:00
2,K915074,613,3,19-12-2019,19:39:00
3,E137708,14,0,01-10-2019,12:45:00
3,C319958,801,12,13-01-2019,16:45:00
2,J419954,1039,25,30-05-2019,15:03:00
3,T398672,913,0,10-08-2019,18:17:00
3,K915074,1270,25,12-09-2019,19:58:00
3,V228277,1012,0,27-03-2019,13:23:00
1,D774655,777,21,04-08-2019,10:22:00
1,B861430,1277,15,18-05-2019,12:26:00
3,Y193775,700,2,08-09-2019,13:54:00
3,N620104,1167,0,29-06-2019,15:02:00
2,S704443,120,14,22-03-2019,18:46:00
2,L736768,51,0,02-12-2019,09:02:00
3,Y193775,785,27,25-01-2019,16:36:00
3,K273930,1491,156,05-09-2019,13:52:00
3,I543040,615,0,24-01-2019,19:40:00
3,L736768,1219,0,27-12-2019,17:05:00
2,P286634,1492,0,24-04-2019,10:47:00
3,E778362,1105,17,20-08-2019,10:52:00
3,E778362,168,7,06-02-2019,14:15:00
3,X110622,1291,10,12-06-2019,08:50:00
3,Y193775,203,0,24-05-2019,13:30:00
3,Y193775,426,1,18-04-2019,19:02:00
3,T659609,1144,0,06-03-2019,12:45:00
1,C319958,338,1,08-01-2019,19:21:00
1,G727038,92,0,06-04-2019,14:37:00
2,T664783,1317,0,21-02-2019,17:49:00
2,F533051,1419,28,27-07-2019,08:32:00
1,M163408,1136,22,20-09-2019,12:01:00
2,M163408,518,7,02-02-2019,12:52:00
1,C206355,1169,0,19-05-2019,16:56:00
1,F542348,1428,22,08-01-2019,12:26:00
2,B861430,636,20,12-12-2019,12:55:00
2,P203824,1375,0,26-06-2019,18:02:00
2,J632516,263,0,28-10-2019,13:25:00
3,M794992,1091,0,27-05-2019,08:25:00
2,F542348,187,29,08-08-2019,17:13:00
2,C319958,1202,27,18-05-2019,14:57:00
2,M855788,1225,13,20-10-2019,17:02:00
3,K399501,123,0,11-05-2019,10:46:00
2,J549755,364,17,01-12-2019,12:37:00
1,D411745,878,5,05-12-2019,16:14:00
3,A475155,427,0,28-02-2019,12:21:00
2,X110622,1225,241,22-01-2019,09:38:00
3,E988252,335,4,28-04-2019,12:20:00
3,S564705,1044,22,10-04-2019,11:06:00
2,B651033,70,6,02-08-2019,16:48:00
2,G727038,270,26,20-01-2019,17:46:00
1,V828034,1262,20,22-03-2019,10:30:00
3,V126561,26,0,27-12-2019,14:32:00
2,D411745,1155,0,27-08-2019,08:40:00
2,E988252,533,271,08-09-2019,16:13:00
2,K418200,736,25,07-11-2019,15:46:00
3,M163408,690,0,21-12-2019,09:37:00
2,V732706,1462,7,02-07-2019,13:21:00
3,U194381,1031,65,30-05-2019,11:26:00
3,V228277,1226,16,13-02-2019,13:52:00
2,T659609,264,75,20-12-2019,19:34:00
2,E778362,744,7,14-03-2019,08:52:00
3,K273930,1348,0,05-07-2019,08:45:00
3,K222775,102,0,24-08-2019,17:36:00
3,E137708,72,2,25-11-2019,08:26:00
2,A166733,782,22,26-04-2019,09:41:00
3,X110622,669,0,22-08-2019,12:13:00
3,N620104,172,24,04-11-2019,14:37:00
1,N470942,1223,8,05-04-2019,13:19:00
3,F533051,167,6,16-09-2019,12:24:00
3,A475155,414,0,22-01-2019,09:46:00
3,V732706,1241,25,01-06-2019,11:33:00
3,V828034,858,7,17-02-2019,11:39:00
3,X825147,1039,5,25-09-2019,15:28:00
3,K222775,1311,231,01-12-2019,12:55:00
3,S704443,1001,12,12-03-2019,19:49:00
2,D774655,1414,13,10-07-2019,14:47:00
3,E243130,407,0,21-08-2019,18:06:00
2,V228277,1136,17,28-06-2019,08:54:00
3,K273930,646,0,10-03-2019,19:45:00
1,S704443,710,0,25-05-2019,15:53:00
3,N470942,728,6,20-06-2019,11:47:00
3,G586239,887,2,18-12-2019,09:30:00
3,P203824,1088,250,02-03-2019,08:17:00
2,I281837,1066,17,20-01-2019,17:39:00
3,A166733,42,0,20-08-2019,09:55:00
1,S704443,30,19,06-10-2019,12:51:00
1,U194381,57,0,16-06-2019,13:25:00
3,B651033,1454,30,12-02-2019,11:54:00
1,E988252,1482,0,31-07-2019,08:24:00
1,U641256,1327,0,01-04-2019,09:33:00
3,P286634,324,0,04-12-2019,11:45:00
2,S564705,315,25,09-07-2019,16:00:00
3,N119221,363,10,19-04-2019,13:23:00
2,J549755,1362,15,13-09-2019,19:07:00
3,I992869,1099,3,09-06-2019,08:59:00
3,A166733,281,6,28-06-2019,13:39:00
3,X991580,195,5,21-04-2019,10:12:00
3,J173690,861,21,05-01-2019,13:25:00
3,L736768,1247,27,29-07-2019,13:34:00
3,X110622,444,0,09-03-2019,11:22:00
2,U641256,131,0,09-08-2019,15:45:00
3,E137708,109,242,29-01-2019,17:29:00
1,X825147,1039,0,09-10-2019,08:22:00
2,V828034,1325,19,02-02-2019,14:49:00
1,F533051,465,182,14-08-2019,16:46:00
3,H438047,1066,21,16-06-2019,14:01:00
3,E988252,196,71,05-10-2019,14:01:00
3,B651033,1144,0,13-09-2019,13:34:00
3,F533051,387,0,17-05-2019,11:05:00
3,M794992,119,19,21-07-2019,15:45:00
2,K669566,1120,6,21-04-2019,14:30:00
1,Y193775,614,25,10-04-2019,17:34:00
2,U194381,855,23,10-05-2019,18:48:00
3,P203824,471,0,02-07-2019,09:42:00
2,T664783,1487,15,08-09-2019,11:18:00
2,H438047,1471,7,14-02-2019,08:00:00
3,P203824,1311,0,04-01-2019,10:14:00
2,K222775,1223,0,04-07-2019,19:52:00
1,K915074,528,4,19-04-2019,10:46:00
2,J549755,51,250,28-07-2019,08:11:00
2,S274120,429,0,18-03-2019,13:42:00
2,N470942,791,7,01-08-2019,12:21:00
3,U641256,437,6,17-12-2019,13:24:00
1,E243130,535,13,09-12-2019,08:17:00
2,S704443,1367,0,24-12-2019,12:52:00
2,T664783,1358,0,18-06-2019,19:23:00
1,X825147,294,7,01-03-2019,17:06:00
3,T387561,953,2,23-03-2019,09:39:00
3,B651033,1291,19,01-05-2019,10:37:00
1,Y193775,175,0,04-10-2019,09:04:00
3,J173690,875,0,27-05-2019,13:12:00
3,I543040,672,1,06-05-2019,13:35:00
3,T659609,827,0,07-04-2019,11:36:00
2,F533051,191,0,30-09-2019,13:40:00
2,J549755,1107,0,29-07-2019,08:03:00
3,X409223,86,30,01-10-2019,11:34:00
2,T664783,425,4,10-09-2019,09:13:00
2,J419954,1026,14,02-12-2019,19:58:00
3,E243130,1259,30,04-07-2019,15:55:00
3,O362956,633,0,11-05-2019,10:32:00
1,V228277,1339,30,28-06-2019,15:00:00
3,J192194,902,29,28-03-2019,13:46:00
2,E988252,130,0,25-10-2019,12:10:00
2,I543040,1408,1,10-06-2019,09:10:00
1,S564705,1361,21,25-06-2019,19:37:00
1,J632516,900,0,17-10-2019,13:48:00
3,J549755,1345,0,07-07-2019,13:44:00
2,E988252,155,0,02-05-2019,09:55:00
2,O856292,781,174,23-08-2019,10:09:00
2,L736768,418,272,09-01-2019,14:21:00
1,E137708,562,16,13-12-2019,11:40:00
1,C319958,1108,0,24-06-2019,12:58:00
1,F533051,696,15,16-11-2019,13:48:00
1,H438047,213,9,25-02-2019,17:10:00
3,N772493,1423,11,12-03-2019,13:47:00
3,G727038,394,294,30-10-2019,15:15:00
2,A475155,1322,21,13-01-2019,10:23:00
3,Y193775,1016,11,04-11-2019,15:55:00
3,S564705,1060,21,24-08-2019,18:16:00
2,I992869,207,28,27-05-2019,15:53:00
3,O856292,768,1,02-05-2019,08:17:00
2,M163408,811,1,18-10-2019,18:16:00
1,J192194,908,0,20-09-2019,13:28:00
3,T659609,1492,1,06-12-2019,18:04:00
1,N119221,83,7,05-10-2019,14:43:00
2,E988252,869,0,03-03-2019,16:59:00
3,G727038,1000,25,22-09-2019,16:21:00
2,J419954,32,7,30-06-2019,15:11:00
2,O856292,1455,3,21-07-2019,16:29:00
2,K418200,1004,0,13-09-2019,12:51:00
2,U641256,1249,0,06-02-2019,12:16:00
2,K669566,329,0,05-02-2019,12:47:00
2,N772493,451,14,27-08-2019,08:14:00
3,B651033,906,0,26-01-2019,11:05:00
3,N772493,1170,0,27-04-2019,11:35:00
2,I281837,1008,0,25-11-2019,15:37:00
3,U641256,165,0,22-04-2019,17:25:00
2,E243130,38,5,09-01-2019,16:27:00
3,G727038,768,0,11-11-2019,17:10:00
3,N772493,148,14,11-04-2019,10:13:00
2,J549755,606,27,22-09-2019,11:03:00
1,M163408,1125,175,10-06-2019,19:13:00
1,X991580,367,1,02-03-2019,17:53:00
2,C319958,1194,0,10-08-2019,09:57:00
2,T398672,120,0,15-11-2019,14:00:00
2,E988252,256,2,28-03-2019,13:46:00
3,U559430,1113,0,21-07-2019,13:35:00
3,X110622,263,0,25-05-2019,19:23:00
3,B651033,924,17,04-07-2019,16:24:00
3,O856292,218,13,13-06-2019,14:17:00
3,T398672,1258,0,15-09-2019,12:46:00
2,N772493,347,29,27-08-2019,10:11:00
1,M855788,1449,0,09-12-2019,10:24:00
1,N620104,1203,17,21-03-2019,18:19:00
3,C206355,1149,30,09-03-2019,19:52:00
3,J419954,411,0,20-02-2019,13:57:00
2,U559430,128,0,06-08-2019,14:32:00
3,J632516,816,0,09-07-2019,16:21:00
3,Y193775,146,0,16-01-2019,13:51:00
3,M163408,206,0,22-02-2019,17:35:00
3,K669566,1474,0,24-01-2019,19:43:00
2,U194381,1363,17,12-09-2019,15:21:00
2,F542348,963,0,07-11-2019,17:11:00
3,S564705,944,12,02-03-2019,10:31:00
3,J192194,970,2,24-02-2019,09:52:00
2,N119221,1265,0,28-02-2019,14:53:00
2,K669566,1465,17,25-02-2019,13:39:00
2,I543040,1319,9,22-03-2019,13:36:00
2,N772493,540,0,09-02-2019,09:56:00
2,M163408,547,0,03-10-2019,14:07:00
3,Y193775,150,13,02-03-2019,13:40:00
2,E243130,1031,4,12-12-2019,19:39:00
2,P286634,292,182,21-03-2019,18:16:00
3,N620104,413,21,07-03-2019,14:22:00
3,K915074,547,271,05-04-2019,09:06:00
2,T664783,1492,1,26-04-2019,11:04:00
3,M163408,1199,9,28-09-2019,15:03:00
3,I543040,1273,18,10-11-2019,08:16:00
1,P203824,1047,0,19-04-2019,14:35:00
2,V732706,48,15,01-10-2019,14:22:00
1,T664783,613,0,03-11-2019,17:09:00
2,T664783,1171,0,03-10-2019,15:43:00
3,E988252,655,0,15-03-2019,09:34:00
2,B971624,193,15,28-09-2019,15:03:00
2,V228277,917,0,23-01-2019,13:19:00
3,V228277,1197,21,14-11-2019,19:01:00
1,X991580,463,25,14-08-2019,16:38:00
3,K669566,1091,0,19-11-2019,10:55:00
3,M163408,1421,0,20-10-2019,15:36:00
3,K669566,1419,9,20-10-2019,13:36:00
2,O856292,971,0,20-04-2019,19:00:00
3,H438047,784,0,25-10-2019,12:58:00
1,C319958,951,0,12-08-2019,15:25:00
2,O856292,999,139,16-08-2019,12:24:00
3,S564705,1420,0,14-05-2019,10:15:00
3,F533051,651,7,09-09-2019,15:46:00
3,X825147,306,1,14-06-2019,08:40:00
2,K669566,416,24,03-06-2019,15:09:00
2,J192194,1360,0,12-04-2019,17:26:00
3,F533051,764,12,01-06-2019,12:54:00
1,X409223,147,11,12-10-2019,11:13:00
2,I543040,81,28,29-07-2019,12:00:00
3,O856292,925,0,28-04-2019,11:57:00
2,S564705,656,25,20-02-2019,16:54:00
1,M794992,1192,0,01-11-2019,15:12:00
2,Y193775,1353,27,23-12-2019,12:00:00
3,B651033,706,17,26-09-2019,13:10:00
2,I281837,143,25,08-01-2019,14:39:00
3,G727038,1417,0,12-09-2019,12:34:00
3,X110622,304,19,30-08-2019,16:37:00
3,S564705,1075,2,06-05-2019,14:40:00
2,U641256,1195,22,06-12-2019,11:20:00
3,V228277,712,0,06-12-2019,19:01:00
2,G727038,706,15,22-12-2019,17:11:00
3,C206355,609,0,02-11-2019,19:49:00
2,N470942,244,26,28-07-2019,08:03:00
2,Y193775,455,0,26-12-2019,11:57:00
3,T387561,1268,0,19-01-2019,15:18:00
2,F533051,77,27,28-05-2019,16:24:00
3,G586239,1,24,19-01-2019,13:32:00
2,X110622,575,144,10-03-2019,15:02:00
1,B971624,823,7,06-01-2019,11:42:00
3,L736768,1279,0,07-04-2019,09:34:00
3,B651033,1122,29,26-08-2019,09:56:00
3,N470942,1483,0,08-08-2019,08:22:00
1,N772493,1366,194,01-11-2019,11:27:00
2,O856292,389,0,24-07-2019,17:17:00
2,V228277,380,0,20-08-2019,09:40:00
2,D774655,799,0,11-11-2019,13:27:00
3,M794992,54,0,27-02-2019,15:16:00
3,K915074,387,0,19-08-2019,09:50:00
3,V126561,976,25,31-12-2019,17:53:00
2,E778362,1408,236,18-05-2019,08:30:00
3,G727038,1152,0,08-07-2019,17:19:00
2,N620104,170,0,29-08-2019,10:52:00
1,K915074,25,0,02-03-2019,15:25:00
3,I543040,344,0,29-12-2019,12:35:00
2,L736768,1309,0,12-10-2019,17:42:00
1,K273930,40,12,09-10-2019,17:14:00
3,S274120,356,9,01-11-2019,11:24:00
3,P203824,46,133,19-12-2019,14:55:00
1,B861430,1022,0,02-07-2019,16:47:00
3,S704443,492,191,14-11-2019,19:36:00
3,M794992,1373,0,26-01-2019,10:01:00
3,V126561,1057,12,01-10-2019,13:39:00
3,P203824,1412,62,10-06-2019,10:17:00
3,E137708,679,28,18-07-2019,17:40:00
3,P203824,182,0,12-03-2019,17:48:00
2,S564705,435,13,13-07-2019,13:52:00
2,D774655,854,0,22-05-2019,15:54:00
3,Q921541,720,21,10-04-2019,14:00:00
3,T387561,962,4,06-05-2019,13:03:00
3,V126561,548,2,09-11-2019,17:17:00
3,F542348,1213,8,01-11-2019,09:59:00
1,J173690,284,0,10-01-2019,18:10:00
1,Q921541,1075,85,27-12-2019,14:54:00
3,P203824,1417,13,17-04-2019,12:41:00
1,A475155,1034,0,15-07-2019,14:02:00
2,L736768,1290,0,10-08-2019,12:14:00
2,E243130,6,0,03-08-2019,16:04:00
2,M163408,1153,21,14-05-2019,08:13:00
2,F542348,1289,24,14-08-2019,16:39:00
3,K273930,603,14,07-01-2019,19:36:00
3,F533051,1089,0,27-05-2019,15:38:00
3,C319958,1235,275,26-10-2019,17:27:00
2,J419954,914,0,15-08-2019,10:27:00
3,K222775,1435,0,28-05-2019,17:07:00
1,F533051,133,6,18-07-2019,09:20:00
1,M794992,713,11,22-07-2019,10:12:00
3,F542348,1389,1,25-04-2019,12:26:00
1,T398672,1203,0,30-05-2019,16:45:00
3,S704443,563,11,30-10-2019,19:43:00
1,Q921541,814,281,15-05-2019,09:43:00
2,K669566,1173,0,06-03-2019,09:51:00
2,D774655,878,0,25-01-2019,14:21:00
1,U559430,1347,0,24-08-2019,18:09:00
3,N772493,1373,4,03-09-2019,19:58:00
1,K273930,1335,5,27-05-2019,16:48:00
2,K399501,1086,4,01-10-2019,13:40:00
3,Q921541,1122,17,02-06-2019,11:57:00
2,N470942,33,0,20-10-2019,18:00:00
3,U194381,1272,0,04-03-2019,12:27:00
2,T664783,880,4,10-11-2019,12:36:00
3,U194381,1116,98,25-12-2019,11:24:00
3,N620104,1380,18,12-02-2019,10:43:00
2,F542348,350,0,25-01-2019,16:26:00
3,D411745,446,0,20-07-2019,16:08:00
3,T398672,113,8,17-02-2019,13:45:00
3,H438047,93,12,30-06-2019,16:12:00
3,O856292,1422,0,19-03-2019,08:44:00
3,J173690,648,2,25-12-2019,13:45:00
1,P286634,1442,5,10-09-2019,09:04:00
2,D411745,438,0,29-10-2019,17:35:00
2,E137708,660,21,02-03-2019,19:17:00
2,J419954,1309,0,10-08-2019,08:39:00
1,K273930,1427,0,15-09-2019,08:09:00
2,N470942,1368,0,13-01-2019,19:29:00
3,K915074,139,1,20-06-2019,14:21:00
2,O362956,484,8,11-05-2019,19:46:00
3,X409223,402,18,04-03-2019,11:01:00
2,T664783,847,246,14-03-2019,18:13:00
2,B651033,273,0,23-09-2019,08:07:00
2,U641256,1248,0,04-04-2019,13:46:00
3,P286634,240,8,08-09-2019,18:38:00
2,A166733,939,0,13-01-2019,16:28:00
3,V828034,764,0,29-07-2019,12:55:00
3,X110622,1469,244,16-12-2019,12:21:00
2,I281837,1096,22,25-11-2019,13:37:00
2,O362956,131,0,07-04-2019,10:04:00
2,B971624,1015,0,22-07-2019,15:17:00
3,K222775,1340,10,25-05-2019,14:00:00
3,E243130,214,0,23-03-2019,15:52:00
2,X409223,1064,0,02-10-2019,09:42:00
2,B861430,207,5,25-08-2019,13:31:00
3,J632516,437,10,13-12-2019,14:02:00
2,Y193775,281,20,23-03-2019,10:00:00
1,Y193775,1475,22,21-10-2019,09:40:00
2,U641256,848,110,09-07-2019,09:55:00
3,S704443,1415,18,06-04-2019,11:46:00
1,O856292,1099,8,09-10-2019,17:51:00
3,P286634,692,0,17-05-2019,10:16:00
2,G586239,230,18,06-06-2019,10:57:00
3,C319958,117,87,21-08-2019,18:33:00
3,N772493,1128,9,25-04-2019,16:34:00
1,E137708,1456,23,05-02-2019,14:06:00
1,S274120,662,125,13-12-2019,17:35:00
3,I992869,1067,0,05-10-2019,11:13:00
3,X991580,1107,78,02-07-2019,14:03:00
3,T387561,848,15,26-02-2019,11:29:00
3,F542348,511,0,08-06-2019,09:09:00
3,J419954,887,25,28-10-2019,12:16:00
1,K418200,412,17,04-02-2019,19:25:00
3,N119221,1088,0,29-03-2019,17:09:00
1,J549755,1220,5,31-08-2019,12:57:00
3,K669566,759,0,10-07-2019,09:45:00
3,S564705,548,29,20-04-2019,08:34:00
2,N620104,171,0,15-07-2019,16:38:00
3,A475155,720,95,27-03-2019,14:34:00
1,J173690,202,0,21-07-2019,17:37:00
3,D774655,1491,222,03-08-2019,11:04:00
2,G727038,551,0,31-07-2019,08:36:00
2,V828034,1202,0,14-12-2019,17:14:00
3,T387561,72,0,11-10-2019,12:08:00
2,X991580,701,14,24-05-2019,13:04:00
2,I281837,1133,0,21-05-2019,17:41:00
1,D411745,938,4,22-04-2019,17:13:00
3,E243130,810,272,23-08-2019,15:04:00
