CallTimestamp,Call Type,EmployeeID,Call Duration,WaitTime,CallDate,CallTime
04-04-2021 02:17,3,J192194,53,0,04-04-2021,02:17:00
04-04-2021 02:25,2,J192194,148,0,04-04-2021,02:25:00
04-04-2021 02:29,2,N470942,871,8,04-04-2021,02:29:00
04-04-2021 02:45,3,V828034,515,2,04-04-2021,02:45:00
04-04-2021 02:46,2,F533051,1414,30,04-04-2021,02:46:00
04-04-2021 03:05,1,C319958,174,18,04-04-2021,03:05:00
04-04-2021 03:16,1,J173690,1351,0,04-04-2021,03:16:00
04-04-2021 03:19,3,C206355,694,7,04-04-2021,03:19:00
04-04-2021 03:22,1,N620104,625,0,04-04-2021,03:22:00
04-04-2021 03:27,3,N620104,381,0,04-04-2021,03:27:00
04-04-2021 03:38,1,B651033,793,30,04-04-2021,03:38:00
04-04-2021 03:58,2,K222775,1510,0,04-04-2021,03:58:00
04-04-2021 04:01,3,F533051,1124,24,04-04-2021,04:01:00
04-04-2021 04:09,2,J549755,74,121,04-04-2021,04:09:00
04-04-2021 04:14,3,T664783,293,27,04-04-2021,04:14:00
04-04-2021 04:15,3,K222775,801,1,04-04-2021,04:15:00
04-04-2021 04:31,3,D411745,1121,2,04-04-2021,04:31:00
04-04-2021 04:35,3,I992869,61,24,04-04-2021,04:35:00
04-04-2021 04:37,2,E778362,1203,27,04-04-2021,04:37:00
04-04-2021 04:39,1,V732706,683,1,04-04-2021,04:39:00
04-04-2021 04:45,1,Q921541,160,0,04-04-2021,04:45:00
04-04-2021 04:51,3,S274120,459,0,04-04-2021,04:51:00
04-04-2021 04:55,1,J192194,1294,10,04-04-2021,04:55:00
04-04-2021 05:05,2,V732706,1357,25,04-04-2021,05:05:00
04-04-2021 05:19,1,J632516,622,0,04-04-2021,05:19:00
04-04-2021 05:46,2,J632516,1153,26,04-04-2021,05:46:00
04-04-2021 05:49,3,F533051,740,0,04-04-2021,05:49:00
04-04-2021 05:52,1,K418200,1464,0,04-04-2021,05:52:00
04-04-2021 05:55,2,V126561,373,0,04-04-2021,05:55:00
04-04-2021 06:01,1,I281837,522,21,04-04-2021,06:01:00
04-04-2021 06:03,3,F533051,999,271,04-04-2021,06:03:00
04-04-2021 06:15,3,S704443,857,27,04-04-2021,06:15:00
04-04-2021 06:36,2,E137708,89,0,04-04-2021,06:36:00
04-04-2021 06:49,3,U559430,366,0,04-04-2021,06:49:00
04-04-2021 06:52,2,E988252,8,6,04-04-2021,06:52:00
04-04-2021 06:52,2,B651033,1439,0,04-04-2021,06:52:00
04-04-2021 07:09,2,E243130,904,0,04-04-2021,07:09:00
04-04-2021 07:34,3,B971624,923,16,04-04-2021,07:34:00
04-04-2021 07:49,2,N470942,30,1,04-04-2021,07:49:00
04-04-2021 07:50,3,U194381,1429,0,04-04-2021,07:50:00
04-04-2021 07:55,1,B651033,129,0,04-04-2021,07:55:00
04-04-2021 08:09,2,V228277,645,23,04-04-2021,08:09:00
04-04-2021 08:16,1,T659609,925,7,04-04-2021,08:16:00
04-04-2021 08:19,2,T659609,1025,19,04-04-2021,08:19:00
04-04-2021 08:21,2,E137708,1151,0,04-04-2021,08:21:00
04-04-2021 08:31,3,Y193775,1045,0,04-04-2021,08:31:00
04-04-2021 08:38,2,D774655,593,17,04-04-2021,08:38:00
04-04-2021 08:39,3,I543040,1251,27,04-04-2021,08:39:00
04-04-2021 08:43,2,M794992,636,27,04-04-2021,08:43:00
04-04-2021 08:47,3,B651033,810,12,04-04-2021,08:47:00
04-04-2021 08:55,2,X110622,829,0,04-04-2021,08:55:00
04-04-2021 09:24,3,X110622,1119,7,04-04-2021,09:24:00
04-04-2021 09:31,3,X991580,1412,0,04-04-2021,09:31:00
04-04-2021 09:36,2,T398672,487,76,04-04-2021,09:36:00
04-04-2021 09:37,3,U641256,42,0,04-04-2021,09:37:00
04-04-2021 09:46,1,J549755,1047,18,04-04-2021,09:46:00
04-04-2021 09:49,2,I281837,1432,0,04-04-2021,09:49:00
04-04-2021 09:51,1,K399501,1062,0,04-04-2021,09:51:00
04-04-2021 09:53,3,V126561,710,0,04-04-2021,09:53:00
04-04-2021 09:55,2,I992869,153,25,04-04-2021,09:55:00
04-04-2021 09:58,3,T659609,621,0,04-04-2021,09:58:00
04-04-2021 10:02,3,E243130,1391,2,04-04-2021,10:02:00
04-04-2021 10:09,3,E778362,1314,3,04-04-2021,10:09:00
04-04-2021 10:10,2,P286634,1334,5,04-04-2021,10:10:00
04-04-2021 10:12,2,K222775,421,23,04-04-2021,10:12:00
04-04-2021 10:23,3,V126561,936,0,04-04-2021,10:23:00
04-04-2021 10:45,2,E137708,1028,0,04-04-2021,10:45:00
04-04-2021 10:52,3,F542348,593,17,04-04-2021,10:52:00
04-04-2021 11:09,3,S274120,849,0,04-04-2021,11:09:00
04-04-2021 11:10,1,I543040,140,0,04-04-2021,11:10:00
04-04-2021 11:13,3,P286634,935,0,04-04-2021,11:13:00
04-04-2021 11:14,3,D774655,920,18,04-04-2021,11:14:00
04-04-2021 11:23,3,G727038,1268,22,04-04-2021,11:23:00
04-04-2021 11:23,2,M855788,490,0,04-04-2021,11:23:00
04-04-2021 11:52,2,V126561,643,1,04-04-2021,11:52:00
04-04-2021 12:06,3,F542348,671,19,04-04-2021,12:06:00
04-04-2021 12:17,2,C206355,649,0,04-04-2021,12:17:00
04-04-2021 12:19,2,X110622,1135,16,04-04-2021,12:19:00
04-04-2021 12:30,2,G727038,471,0,04-04-2021,12:30:00
04-04-2021 12:40,3,Q921541,58,26,04-04-2021,12:40:00
04-04-2021 12:47,2,I543040,773,7,04-04-2021,12:47:00
04-05-2021 01:18,1,B861430,161,0,05-04-2021,01:18:00
04-05-2021 01:33,2,S704443,1413,0,05-04-2021,01:33:00
04-05-2021 01:45,1,F542348,717,28,05-04-2021,01:45:00
04-05-2021 01:52,1,I992869,1101,0,05-04-2021,01:52:00
04-05-2021 01:53,3,V126561,825,21,05-04-2021,01:53:00
04-05-2021 02:12,1,B651033,377,9,05-04-2021,02:12:00
04-05-2021 02:14,2,E988252,1110,22,05-04-2021,02:14:00
04-05-2021 02:16,3,X409223,342,108,05-04-2021,02:16:00
04-05-2021 02:18,2,H438047,1164,26,05-04-2021,02:18:00
04-05-2021 02:22,2,J549755,626,0,05-04-2021,02:22:00
04-05-2021 02:38,2,P203824,1236,0,05-04-2021,02:38:00
04-05-2021 02:42,3,I281837,967,0,05-04-2021,02:42:00
04-05-2021 02:51,1,J419954,505,0,05-04-2021,02:51:00
04-05-2021 03:07,3,Q921541,1256,0,05-04-2021,03:07:00
04-05-2021 03:14,2,N772493,971,15,05-04-2021,03:14:00
04-05-2021 03:21,3,S704443,760,2,05-04-2021,03:21:00
04-05-2021 03:45,2,T398672,690,12,05-04-2021,03:45:00
04-05-2021 03:53,3,U559430,468,0,05-04-2021,03:53:00
04-05-2021 03:55,1,J173690,1260,14,05-04-2021,03:55:00
04-05-2021 04:11,1,D774655,1099,0,05-04-2021,04:11:00
04-05-2021 04:12,1,U641256,1282,30,05-04-2021,04:12:00
04-05-2021 04:12,2,E137708,181,0,05-04-2021,04:12:00
04-05-2021 04:17,3,S274120,783,23,05-04-2021,04:17:00
04-05-2021 04:18,2,N620104,1251,0,05-04-2021,04:18:00
04-05-2021 04:22,3,H438047,959,3,05-04-2021,04:22:00
04-05-2021 04:33,2,S274120,8,11,05-04-2021,04:33:00
04-05-2021 04:50,1,T659609,408,0,05-04-2021,04:50:00
04-05-2021 05:15,3,L736768,1470,16,05-04-2021,05:15:00
04-05-2021 05:19,2,A475155,331,8,05-04-2021,05:19:00
04-05-2021 05:25,2,N772493,121,28,05-04-2021,05:25:00
04-05-2021 05:30,2,E778362,177,0,05-04-2021,05:30:00
04-05-2021 05:31,2,N620104,548,13,05-04-2021,05:31:00
04-05-2021 05:31,3,K915074,210,0,05-04-2021,05:31:00
04-05-2021 05:49,3,U641256,794,15,05-04-2021,05:49:00
04-05-2021 05:54,1,N620104,113,17,05-04-2021,05:54:00
04-05-2021 05:54,3,Q921541,1533,0,05-04-2021,05:54:00
04-05-2021 05:57,3,V126561,486,232,05-04-2021,05:57:00
04-05-2021 06:15,3,K222775,1502,18,05-04-2021,06:15:00
04-05-2021 06:22,1,T664783,186,23,05-04-2021,06:22:00
04-05-2021 06:22,2,O856292,300,0,05-04-2021,06:22:00
04-05-2021 06:25,3,A475155,21,0,05-04-2021,06:25:00
04-05-2021 06:33,2,C319958,1184,11,05-04-2021,06:33:00
04-05-2021 06:44,1,X991580,283,0,05-04-2021,06:44:00
04-05-2021 06:47,3,S704443,1325,7,05-04-2021,06:47:00
04-05-2021 06:48,3,K222775,1197,12,05-04-2021,06:48:00
04-05-2021 06:58,1,M855788,663,8,05-04-2021,06:58:00
04-05-2021 07:08,2,D774655,330,137,05-04-2021,07:08:00
04-05-2021 07:09,2,O856292,1480,0,05-04-2021,07:09:00
04-05-2021 07:15,1,E243130,923,0,05-04-2021,07:15:00
04-05-2021 07:28,3,M163408,373,1,05-04-2021,07:28:00
04-05-2021 07:32,3,F542348,946,0,05-04-2021,07:32:00
04-05-2021 07:33,3,T659609,1358,2,05-04-2021,07:33:00
04-05-2021 07:46,3,S564705,67,12,05-04-2021,07:46:00
04-05-2021 07:59,2,O362956,856,0,05-04-2021,07:59:00
04-05-2021 08:05,3,B971624,997,0,05-04-2021,08:05:00
04-05-2021 08:08,3,K915074,1181,7,05-04-2021,08:08:00
04-05-2021 08:18,2,V228277,654,1,05-04-2021,08:18:00
04-05-2021 08:22,3,I281837,294,0,05-04-2021,08:22:00
04-05-2021 08:33,3,H438047,246,21,05-04-2021,08:33:00
04-05-2021 08:42,1,H438047,433,26,05-04-2021,08:42:00
04-05-2021 08:56,2,B861430,861,24,05-04-2021,08:56:00
04-05-2021 09:06,3,A166733,1429,0,05-04-2021,09:06:00
04-05-2021 09:24,3,T398672,1445,12,05-04-2021,09:24:00
04-05-2021 09:25,3,N772493,39,5,05-04-2021,09:25:00
04-05-2021 09:25,3,V732706,1474,8,05-04-2021,09:25:00
04-05-2021 09:40,3,M855788,15,7,05-04-2021,09:40:00
04-05-2021 09:48,3,X991580,503,0,05-04-2021,09:48:00
04-05-2021 09:57,2,S274120,19,25,05-04-2021,09:57:00
04-05-2021 10:03,3,V732706,187,25,05-04-2021,10:03:00
04-05-2021 10:10,3,H438047,1069,26,05-04-2021,10:10:00
04-05-2021 10:22,2,T398672,828,14,05-04-2021,10:22:00
04-05-2021 10:25,3,S564705,42,81,05-04-2021,10:25:00
04-05-2021 10:30,3,B651033,1167,0,05-04-2021,10:30:00
04-05-2021 10:36,2,A475155,699,18,05-04-2021,10:36:00
04-05-2021 10:44,1,K399501,1454,29,05-04-2021,10:44:00
04-05-2021 11:10,3,G727038,35,0,05-04-2021,11:10:00
04-05-2021 11:12,3,O856292,1072,23,05-04-2021,11:12:00
04-05-2021 11:15,2,S704443,735,0,05-04-2021,11:15:00
04-05-2021 11:44,1,K399501,123,0,05-04-2021,11:44:00
04-05-2021 11:54,2,N119221,715,5,05-04-2021,11:54:00
04-05-2021 11:57,3,T398672,700,4,05-04-2021,11:57:00
04-05-2021 11:58,2,B861430,1366,13,05-04-2021,11:58:00
04-05-2021 12:04,3,V732706,1503,0,05-04-2021,12:04:00
04-05-2021 12:13,3,P286634,776,0,05-04-2021,12:13:00
04-05-2021 12:13,3,J419954,743,5,05-04-2021,12:13:00
04-05-2021 12:25,1,U559430,224,23,05-04-2021,12:25:00
04-05-2021 12:25,2,K669566,1122,19,05-04-2021,12:25:00
04-05-2021 12:28,2,X409223,69,2,05-04-2021,12:28:00
04-05-2021 12:38,3,X825147,782,0,05-04-2021,12:38:00
04-05-2021 12:45,1,Y193775,1212,0,05-04-2021,12:45:00
04-05-2021 12:47,1,F533051,1113,0,05-04-2021,12:47:00
04-05-2021 12:52,2,F542348,421,0,05-04-2021,12:52:00
04-05-2021 12:53,3,D411745,1051,0,05-04-2021,12:53:00
04-06-2021 01:00,3,S704443,1271,7,06-04-2021,01:00:00
04-06-2021 01:08,2,M163408,87,0,06-04-2021,01:08:00
04-06-2021 01:36,1,I543040,442,9,06-04-2021,01:36:00
04-06-2021 01:39,2,K399501,1099,8,06-04-2021,01:39:00
04-06-2021 01:39,2,B861430,1397,8,06-04-2021,01:39:00
04-06-2021 01:42,3,E243130,1045,272,06-04-2021,01:42:00
04-06-2021 01:42,3,O856292,1286,0,06-04-2021,01:42:00
04-06-2021 01:55,1,N470942,380,17,06-04-2021,01:55:00
04-06-2021 01:55,3,B971624,1444,0,06-04-2021,01:55:00
04-06-2021 01:55,1,K669566,639,5,06-04-2021,01:55:00
04-06-2021 01:58,2,V126561,1319,0,06-04-2021,01:58:00
04-06-2021 02:10,3,J419954,307,0,06-04-2021,02:10:00
04-06-2021 02:28,3,X409223,478,87,06-04-2021,02:28:00
04-06-2021 02:31,3,T387561,91,21,06-04-2021,02:31:00
04-06-2021 02:43,2,E137708,439,20,06-04-2021,02:43:00
04-06-2021 02:45,1,O856292,198,15,06-04-2021,02:45:00
04-06-2021 02:58,1,T387561,459,25,06-04-2021,02:58:00
04-06-2021 03:01,3,K418200,3,0,06-04-2021,03:01:00
04-06-2021 03:07,3,K418200,1254,208,06-04-2021,03:07:00
04-06-2021 03:15,2,K399501,1167,0,06-04-2021,03:15:00
04-06-2021 03:20,2,D411745,341,0,06-04-2021,03:20:00
04-06-2021 03:22,3,F533051,856,0,06-04-2021,03:22:00
04-06-2021 03:24,2,N620104,1417,286,06-04-2021,03:24:00
04-06-2021 03:25,2,E137708,1375,10,06-04-2021,03:25:00
04-06-2021 03:39,2,E137708,82,24,06-04-2021,03:39:00
04-06-2021 03:49,3,X825147,403,0,06-04-2021,03:49:00
04-06-2021 03:51,1,B651033,1506,23,06-04-2021,03:51:00
04-06-2021 04:01,1,K915074,1285,0,06-04-2021,04:01:00
04-06-2021 04:03,3,G727038,78,7,06-04-2021,04:03:00
04-06-2021 04:19,2,G586239,1045,0,06-04-2021,04:19:00
04-06-2021 04:24,1,E778362,872,0,06-04-2021,04:24:00
04-06-2021 04:30,3,N772493,224,0,06-04-2021,04:30:00
04-06-2021 04:33,2,E137708,236,288,06-04-2021,04:33:00
04-06-2021 04:37,3,N470942,334,0,06-04-2021,04:37:00
04-06-2021 04:37,3,B971624,51,20,06-04-2021,04:37:00
04-06-2021 04:43,3,E137708,672,23,06-04-2021,04:43:00
04-06-2021 04:49,2,J173690,1035,18,06-04-2021,04:49:00
04-06-2021 05:33,3,K222775,676,0,06-04-2021,05:33:00
04-06-2021 05:57,1,N119221,1371,24,06-04-2021,05:57:00
04-06-2021 06:01,2,J549755,359,0,06-04-2021,06:01:00
04-06-2021 06:10,3,M855788,1162,0,06-04-2021,06:10:00
04-06-2021 06:18,3,E988252,1125,0,06-04-2021,06:18:00
04-06-2021 06:19,3,Q921541,1439,0,06-04-2021,06:19:00
04-06-2021 06:27,2,K669566,376,21,06-04-2021,06:27:00
04-06-2021 06:35,3,K669566,920,0,06-04-2021,06:35:00
04-06-2021 06:45,3,G727038,671,0,06-04-2021,06:45:00
04-06-2021 06:51,3,G586239,1493,23,06-04-2021,06:51:00
04-06-2021 06:59,3,T398672,357,25,06-04-2021,06:59:00
04-06-2021 06:59,3,U559430,1143,23,06-04-2021,06:59:00
04-06-2021 07:00,2,O362956,545,27,06-04-2021,07:00:00
04-06-2021 07:21,2,E778362,152,9,06-04-2021,07:21:00
04-06-2021 07:29,1,C319958,742,1,06-04-2021,07:29:00
04-06-2021 07:35,2,B651033,1220,234,06-04-2021,07:35:00
04-06-2021 07:46,1,E778362,698,21,06-04-2021,07:46:00
04-06-2021 07:52,1,C319958,476,89,06-04-2021,07:52:00
04-06-2021 08:00,2,K915074,1278,0,06-04-2021,08:00:00
04-06-2021 08:03,1,E988252,294,21,06-04-2021,08:03:00
04-06-2021 08:06,3,N119221,765,0,06-04-2021,08:06:00
04-06-2021 08:13,2,V126561,636,126,06-04-2021,08:13:00
04-06-2021 08:19,2,X825147,882,0,06-04-2021,08:19:00
04-06-2021 08:30,3,M163408,1438,0,06-04-2021,08:30:00
04-06-2021 08:39,2,S564705,1415,48,06-04-2021,08:39:00
04-06-2021 08:45,3,N470942,345,0,06-04-2021,08:45:00
04-06-2021 08:49,3,E988252,195,26,06-04-2021,08:49:00
04-06-2021 08:58,2,E137708,890,7,06-04-2021,08:58:00
04-06-2021 09:03,3,X991580,355,0,06-04-2021,09:03:00
04-06-2021 09:04,1,M855788,369,0,06-04-2021,09:04:00
04-06-2021 09:08,3,O362956,691,288,06-04-2021,09:08:00
04-06-2021 09:09,2,O856292,955,0,06-04-2021,09:09:00
04-06-2021 09:11,2,E988252,1222,19,06-04-2021,09:11:00
04-06-2021 09:27,1,T664783,515,4,06-04-2021,09:27:00
04-06-2021 09:48,2,X409223,247,0,06-04-2021,09:48:00
04-06-2021 09:57,1,H438047,729,44,06-04-2021,09:57:00
04-06-2021 10:07,3,E778362,159,18,06-04-2021,10:07:00
04-06-2021 10:09,1,P203824,1303,1,06-04-2021,10:09:00
04-06-2021 10:25,2,J419954,1192,0,06-04-2021,10:25:00
04-06-2021 10:40,3,V228277,1463,0,06-04-2021,10:40:00
04-06-2021 10:52,3,K669566,1129,0,06-04-2021,10:52:00
04-06-2021 11:10,3,T398672,1419,1,06-04-2021,11:10:00
04-06-2021 11:14,2,N119221,400,10,06-04-2021,11:14:00
04-06-2021 11:16,3,K418200,606,15,06-04-2021,11:16:00
04-06-2021 11:28,1,B651033,559,13,06-04-2021,11:28:00
04-06-2021 11:29,2,K669566,11,13,06-04-2021,11:29:00
04-06-2021 11:40,2,O856292,278,0,06-04-2021,11:40:00
04-06-2021 11:51,3,T664783,1531,114,06-04-2021,11:51:00
04-06-2021 11:52,3,X110622,929,293,06-04-2021,11:52:00
04-06-2021 12:00,2,X825147,1511,55,06-04-2021,12:00:00
04-06-2021 12:09,3,N620104,846,9,06-04-2021,12:09:00
04-06-2021 12:16,2,K669566,278,13,06-04-2021,12:16:00
04-06-2021 12:28,3,N470942,200,23,06-04-2021,12:28:00
04-06-2021 12:45,2,C319958,421,81,06-04-2021,12:45:00
04-06-2021 12:51,1,X825147,1452,0,06-04-2021,12:51:00
04-07-2021 01:21,3,E778362,342,0,07-04-2021,01:21:00
04-07-2021 01:26,3,A475155,1211,0,07-04-2021,01:26:00
04-07-2021 01:35,3,E243130,618,0,07-04-2021,01:35:00
04-07-2021 01:36,3,V228277,1491,0,07-04-2021,01:36:00
04-07-2021 01:46,2,Y193775,809,0,07-04-2021,01:46:00
04-07-2021 01:53,3,V126561,312,0,07-04-2021,01:53:00
04-07-2021 02:06,2,V732706,432,6,07-04-2021,02:06:00
04-07-2021 02:12,3,N470942,498,23,07-04-2021,02:12:00
04-07-2021 02:35,3,B971624,512,170,07-04-2021,02:35:00
04-07-2021 02:50,3,D774655,137,0,07-04-2021,02:50:00
04-07-2021 02:59,1,B861430,1005,3,07-04-2021,02:59:00
04-07-2021 03:00,3,D411745,476,229,07-04-2021,03:00:00
04-07-2021 03:03,2,M163408,1326,0,07-04-2021,03:03:00
04-07-2021 03:16,3,N119221,1446,14,07-04-2021,03:16:00
04-07-2021 03:19,3,E778362,654,5,07-04-2021,03:19:00
04-07-2021 03:25,3,J632516,476,3,07-04-2021,03:25:00
04-07-2021 03:43,3,A166733,44,17,07-04-2021,03:43:00
04-07-2021 03:54,3,K222775,201,198,07-04-2021,03:54:00
04-07-2021 03:56,2,C206355,1013,18,07-04-2021,03:56:00
04-07-2021 04:01,2,S704443,596,0,07-04-2021,04:01:00
04-07-2021 04:13,3,T664783,436,5,07-04-2021,04:13:00
04-07-2021 04:26,2,D411745,276,0,07-04-2021,04:26:00
04-07-2021 04:42,1,S564705,553,207,07-04-2021,04:42:00
04-07-2021 04:43,2,S704443,764,16,07-04-2021,04:43:00
04-07-2021 04:47,3,P286634,251,0,07-04-2021,04:47:00
04-07-2021 04:48,3,B971624,1152,14,07-04-2021,04:48:00
04-07-2021 04:55,2,N119221,525,23,07-04-2021,04:55:00
04-07-2021 04:55,3,V228277,393,0,07-04-2021,04:55:00
04-07-2021 05:00,3,G586239,247,0,07-04-2021,05:00:00
04-07-2021 05:01,2,G586239,152,26,07-04-2021,05:01:00
04-07-2021 05:12,2,F533051,1370,19,07-04-2021,05:12:00
04-07-2021 05:18,1,C319958,921,7,07-04-2021,05:18:00
04-07-2021 05:19,1,I543040,1231,10,07-04-2021,05:19:00
04-07-2021 05:23,3,N772493,554,3,07-04-2021,05:23:00
04-07-2021 05:28,3,U559430,742,138,07-04-2021,05:28:00
04-07-2021 05:43,2,K222775,312,250,07-04-2021,05:43:00
04-07-2021 05:45,3,M163408,249,7,07-04-2021,05:45:00
04-07-2021 05:51,3,J192194,1275,10,07-04-2021,05:51:00
04-07-2021 05:51,3,N470942,1022,5,07-04-2021,05:51:00
04-07-2021 06:04,2,N119221,754,0,07-04-2021,06:04:00
04-07-2021 06:07,3,V732706,266,0,07-04-2021,06:07:00
04-07-2021 06:19,1,E988252,974,0,07-04-2021,06:19:00
04-07-2021 06:22,3,L736768,1131,16,07-04-2021,06:22:00
04-07-2021 06:40,1,P203824,1022,0,07-04-2021,06:40:00
04-07-2021 06:58,3,J173690,218,11,07-04-2021,06:58:00
04-07-2021 06:59,3,K418200,447,0,07-04-2021,06:59:00
04-07-2021 07:12,3,T387561,115,25,07-04-2021,07:12:00
04-07-2021 07:15,3,X409223,1510,0,07-04-2021,07:15:00
04-07-2021 07:21,2,V828034,727,20,07-04-2021,07:21:00
04-07-2021 07:21,1,T659609,335,15,07-04-2021,07:21:00
04-07-2021 07:38,1,J419954,973,0,07-04-2021,07:38:00
04-07-2021 07:51,1,P286634,1431,0,07-04-2021,07:51:00
04-07-2021 07:58,3,Q921541,612,7,07-04-2021,07:58:00
04-07-2021 08:00,1,K222775,865,0,07-04-2021,08:00:00
04-07-2021 08:00,3,E778362,1102,23,07-04-2021,08:00:00
04-07-2021 08:15,3,N772493,785,16,07-04-2021,08:15:00
04-07-2021 08:39,1,J419954,110,17,07-04-2021,08:39:00
04-07-2021 08:42,3,J192194,112,0,07-04-2021,08:42:00
04-07-2021 09:01,3,M794992,916,3,07-04-2021,09:01:00
04-07-2021 09:12,1,O362956,499,32,07-04-2021,09:12:00
04-07-2021 09:13,3,I543040,1074,22,07-04-2021,09:13:00
04-07-2021 09:22,2,A475155,1459,25,07-04-2021,09:22:00
04-07-2021 09:25,2,U559430,790,0,07-04-2021,09:25:00
04-07-2021 09:30,2,J632516,642,27,07-04-2021,09:30:00
04-07-2021 09:30,2,Q921541,686,25,07-04-2021,09:30:00
04-07-2021 09:36,3,A475155,492,30,07-04-2021,09:36:00
04-07-2021 09:37,1,C206355,95,16,07-04-2021,09:37:00
04-07-2021 09:39,1,U559430,826,240,07-04-2021,09:39:00
04-07-2021 09:51,3,K418200,372,12,07-04-2021,09:51:00
04-07-2021 09:57,1,C206355,0,0,07-04-2021,09:57:00
04-07-2021 10:02,3,J419954,82,25,07-04-2021,10:02:00
04-07-2021 10:05,2,B651033,237,0,07-04-2021,10:05:00
04-07-2021 10:32,2,N620104,59,0,07-04-2021,10:32:00
04-07-2021 10:40,2,C206355,1321,0,07-04-2021,10:40:00
04-07-2021 10:41,2,P203824,668,0,07-04-2021,10:41:00
04-07-2021 10:42,3,D411745,1396,4,07-04-2021,10:42:00
04-07-2021 10:46,1,I543040,1408,0,07-04-2021,10:46:00
04-07-2021 10:52,3,E988252,932,25,07-04-2021,10:52:00
04-07-2021 10:54,2,T659609,842,25,07-04-2021,10:54:00
04-07-2021 11:31,2,K399501,530,0,07-04-2021,11:31:00
04-07-2021 11:39,2,A475155,0,0,07-04-2021,11:39:00
04-07-2021 11:40,3,A475155,1440,25,07-04-2021,11:40:00
04-07-2021 11:58,2,L736768,984,0,07-04-2021,11:58:00
04-07-2021 12:00,2,G727038,1461,0,07-04-2021,12:00:00
04-07-2021 12:10,1,I543040,1236,0,07-04-2021,12:10:00
04-07-2021 12:24,3,T664783,244,0,07-04-2021,12:24:00
04-07-2021 12:29,1,L736768,509,12,07-04-2021,12:29:00
04-07-2021 12:36,3,K399501,1172,0,07-04-2021,12:36:00
04-07-2021 12:50,2,D774655,1026,0,07-04-2021,12:50:00
04-07-2021 12:51,2,N772493,275,21,07-04-2021,12:51:00
04-07-2021 12:54,3,F542348,1048,6,07-04-2021,12:54:00
04-08-2021 01:03,2,P286634,1,4,08-04-2021,01:03:00
04-08-2021 01:11,3,C319958,1321,23,08-04-2021,01:11:00
04-08-2021 01:19,1,A475155,971,24,08-04-2021,01:19:00
04-08-2021 01:19,1,F542348,1534,28,08-04-2021,01:19:00
04-08-2021 01:28,2,M794992,549,0,08-04-2021,01:28:00
04-08-2021 01:30,1,E988252,934,0,08-04-2021,01:30:00
04-08-2021 01:37,1,A166733,953,0,08-04-2021,01:37:00
04-08-2021 01:43,2,K222775,1414,217,08-04-2021,01:43:00
04-08-2021 02:01,3,S564705,1435,0,08-04-2021,02:01:00
04-08-2021 02:07,1,H438047,738,0,08-04-2021,02:07:00
04-08-2021 02:07,2,E988252,380,0,08-04-2021,02:07:00
04-08-2021 02:10,1,S564705,672,1,08-04-2021,02:10:00
04-08-2021 02:24,3,I281837,1455,2,08-04-2021,02:24:00
04-08-2021 02:33,3,D774655,553,25,08-04-2021,02:33:00
04-08-2021 02:36,2,P286634,1471,8,08-04-2021,02:36:00
04-08-2021 02:46,2,J549755,26,0,08-04-2021,02:46:00
04-08-2021 02:54,2,I543040,835,294,08-04-2021,02:54:00
04-08-2021 03:03,1,S704443,818,8,08-04-2021,03:03:00
04-08-2021 03:03,2,S274120,1285,13,08-04-2021,03:03:00
04-08-2021 03:10,1,F533051,1081,0,08-04-2021,03:10:00
04-08-2021 03:13,1,B651033,234,10,08-04-2021,03:13:00
04-08-2021 03:30,3,G727038,1063,14,08-04-2021,03:30:00
04-08-2021 03:34,2,T659609,652,0,08-04-2021,03:34:00
04-08-2021 03:50,1,X110622,848,0,08-04-2021,03:50:00
04-08-2021 03:54,1,M794992,467,141,08-04-2021,03:54:00
04-08-2021 03:58,3,O856292,805,0,08-04-2021,03:58:00
04-08-2021 04:27,3,J192194,227,42,08-04-2021,04:27:00
04-08-2021 04:40,1,E988252,1446,19,08-04-2021,04:40:00
04-08-2021 04:41,2,B971624,743,0,08-04-2021,04:41:00
04-08-2021 04:49,3,V126561,1452,0,08-04-2021,04:49:00
04-08-2021 04:51,2,N119221,294,30,08-04-2021,04:51:00
04-08-2021 04:51,3,E243130,22,0,08-04-2021,04:51:00
04-08-2021 05:02,2,T398672,1362,0,08-04-2021,05:02:00
04-08-2021 05:09,3,I543040,939,0,08-04-2021,05:09:00
04-08-2021 05:15,1,S274120,605,0,08-04-2021,05:15:00
04-08-2021 05:31,2,K418200,837,0,08-04-2021,05:31:00
04-08-2021 05:31,3,J419954,575,25,08-04-2021,05:31:00
04-08-2021 05:33,1,C319958,1161,0,08-04-2021,05:33:00
04-08-2021 05:45,2,X110622,808,5,08-04-2021,05:45:00
04-08-2021 05:52,3,U559430,1477,8,08-04-2021,05:52:00
04-08-2021 05:54,3,E243130,604,0,08-04-2021,05:54:00
04-08-2021 06:02,2,N772493,488,11,08-04-2021,06:02:00
04-08-2021 06:18,3,T387561,1318,0,08-04-2021,06:18:00
04-08-2021 06:28,3,F542348,325,0,08-04-2021,06:28:00
04-08-2021 06:31,3,I281837,1057,24,08-04-2021,06:31:00
04-08-2021 06:33,3,T659609,779,0,08-04-2021,06:33:00
04-08-2021 06:36,3,J632516,1451,252,08-04-2021,06:36:00
04-08-2021 06:43,3,N620104,1126,16,08-04-2021,06:43:00
04-08-2021 06:51,3,V126561,1091,8,08-04-2021,06:51:00
